id,text
video10_1204.jpg,在圖片中，我們可以看到一個女人的眼睛。她的眼睛是黑色，並且有一個白色點在自己的眼睛上。她的眼睛是黑
video10_1173.jpg,"以下是圖片中的語音字幕：

1. ""私は""
2. ""私は""
3. ""私は""
4. ""私は""
5. ""私は""
6. ""私は""
7. ""私は""
8. ""私は""
9."
video3_918.jpg,在圖片中，下方有一個語音字幕，其中有一個“發現”字和一個“發現”字。這個字幕是在發現的日期，�
video10_440.jpg,我不能提供您的提示，因为我不知道您的提示是否是一个程序或者是一个文本。如果您是一个程序，我可以提
video4_105.jpg,"圖片中的語音字幕是以下：

1. 圖片中的人是一個男人。
2. 圖片中的人是一個男人。
3. 圖片中的人是一個男人。
4. 圖片中的人是一�"
video6_627.jpg,我們在圖片中的下方提到了一個語音字幕，但我不能確定其中的語音字。如果您有其他關鍵節點，我可以將
video3_997.jpg,我不能提供您的提示，因为我不知道您的提示是否是一个程序的输入或是一个图片的输入。如果您的提示是一�
video11_610.jpg,我們在第一個時間開始記錄了一個話。我們的話是這個人的話。他是一個喜歡的人，他們喜歡自己和他們
video7_635.jpg,我不能提供您的图片中的語音字幕，因为我不支持被查看的图片。但是，我可以提供一些描述，以便您能
video11_592.jpg,"圖片中的語音字幕是以下：

1. 圖片中的人是一個女人。
2. 圖片中的人是一個女人。
3. 圖片中的人是一個女人。
4. 圖片中的人是一個女人"
video2_14.jpg,我們在第一個時間，我們在一個建築廳中，我們會獲得一個給我的給我的給我的給我的給我的給我的�
video1_265.jpg,我不能提供您的图片中的語音字幕，因为我不支持被查看的图片。但是，我可以提供一些具体的信息，如您
video7_764.jpg,"這個圖片中的語音字幕是 ""高點點點點點點點點點點點點點點點點點點點點點點點點點"
video4_1379.jpg,在圖片中，有一個語音字幕，其中有一個「高音」和一個「高音音」。這些語音字幕是在圖片中的一個非常重要的�
video5_141.jpg,在圖片中，我們可以看到一個人在一個地方，他們在時間比較長，並且在自己的身体上有一個身體痛。他
